food_text_raw,food_name_std,meal_id,event_id,assumption_reason,usda_match_status
2 cup of mixed veggies,mixed vegetables,109,e4b44181fbec,missing_grams_per_cup,missing
2 cups choy sum,choy sum,111,0f10c1afd8ae,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,112,510d2aad98c0,missing_grams_per_cup,missing
0.5 cup ground pork,ground pork,112,510d2aad98c0,missing_grams_per_cup,missing
0.5 cup ground mushroom,ground mushroom,112,510d2aad98c0,missing_grams_per_cup,missing
2 cup of mixed veggies,mixed vegetables,112,510d2aad98c0,missing_grams_per_cup,missing
2 cups of chinese veggies,chinese vegetables,113,5110cda15602,missing_grams_per_cup,missing
2 cups of chinese veggies,chinese vegetables,117,37f1cf8cd09b,missing_grams_per_cup,missing
2 cups choy sum,choy sum,118,36832093e59c,missing_grams_per_cup,missing
3/4 cup quinoa,quinoa,119,4de09ecaf586,missing_grams_per_cup,missing
0.75 cup ground pork,ground pork,119,4de09ecaf586,missing_grams_per_cup,missing
0.75 cup ground mushroom,ground mushroom,119,4de09ecaf586,missing_grams_per_cup,missing
2 cups of rapini,rapini,119,4de09ecaf586,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,121,ea927af931e3,missing_grams_per_cup,missing
1 cup of sheep milk,sheep milk,122,3f8b465ffa55,missing_grams_per_cup,missing
1 cup of walnut milk,walnut milk,122,3f8b465ffa55,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,123,ed243371f5b8,missing_grams_per_cup,missing
1 cup of chinese veggies,chinese vegetables,123,ed243371f5b8,missing_grams_per_cup,missing
1 cup of garlic green beans,garlic green beans,123,ed243371f5b8,missing_grams_per_cup,missing
2 cups of rapini,rapini,124,9dd0cc4a1fd9,missing_grams_per_cup,missing
1 cup of chinese veggies,chinese vegetables,126,a4f818cc5216,missing_grams_per_cup,missing
1 cup of garlic green beans,garlic green beans,126,a4f818cc5216,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,127,72b1439d1c3c,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,127,72b1439d1c3c,missing_grams_per_cup,missing
1 cup of chinese veggies,chinese vegetables,128,96f72cc8128a,missing_grams_per_cup,missing
1 cup of garlic green beans,garlic green beans,128,96f72cc8128a,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,129,adc09c186352,missing_grams_per_cup,missing
1 cup of bok choy,bok choy,131,aa65d7f85903,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,132,b68462474ad1,missing_grams_per_cup,missing
1/2 cup of quinoa,quinoa,134,12ad0fe42a22,missing_grams_per_cup,missing
3/4 cup milk pudding,milk pudding,134,12ad0fe42a22,missing_grams_per_cup,missing
2 cups of bok choy,bok choy,134,12ad0fe42a22,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,135,922b62ed0ff0,missing_grams_per_cup,missing
1.5 cups bok choy,bok choy,137,02fc2329e416,missing_grams_per_cup,missing
1 cup walnut milk,walnut milk,139,5c8ffdc854fe,missing_grams_per_cup,missing
1.5 cups bok choy,bok choy,139,5c8ffdc854fe,missing_grams_per_cup,missing
1/2 cup egg noodles,egg noodles,140,c6338d16efc0,missing_grams_per_cup,missing
2 cups stirfry green beans,stir fried green beans,140,c6338d16efc0,missing_grams_per_cup,missing
2 cup pea shoots,pea shoots,140,c6338d16efc0,missing_grams_per_cup,missing
2 cup chinese veggies,chinese vegetables,142,ac840aa2e2d5,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,143,089fc884306b,missing_grams_per_cup,missing
1.5 cups choy sum,choy sum,144,9b2b6d802931,missing_grams_per_cup,missing
1/2 cup egg noodles,egg noodles,145,0b1e70ada509,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,145,0b1e70ada509,missing_grams_per_cup,missing
1.5 cups choy sum,choy sum,145,0b1e70ada509,missing_grams_per_cup,missing
1.5 cup wood fungus,wood ear mushroom mushroom,145,0b1e70ada509,missing_grams_per_cup,missing
1.5 cups choy sum,choy sum,147,b339510a9522,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,148,f7c17780356c,missing_grams_per_cup,missing
0.75 cup choy sum,choy sum,150,bf7af6880d7e,missing_grams_per_cup,missing
0.75 cup choy wood fungus,choy wood ear mushroom mushroom,150,bf7af6880d7e,missing_grams_per_cup,missing
1.5 cups choy sum,choy sum,152,333d10785571,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,154,e55ec002a60e,missing_grams_per_cup,missing
3/4 cup quinoa,quinoa,155,8312ce28874e,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,155,8312ce28874e,missing_grams_per_cup,missing
0.5 cup beef brisket,beef brisket,155,8312ce28874e,missing_grams_per_cup,missing
0.5 cup beef tendon,beef tendon,155,8312ce28874e,missing_grams_per_cup,missing
1 cup cooked mixed greens,cooked mixed greens,157,efa072ab2fd3,missing_grams_per_cup,missing
1 cup cooked mixed greens,cooked mixed greens,159,1207bbf6a5f5,missing_grams_per_cup,missing
3/4 cup quinoa,quinoa,160,49c5c7ea140b,missing_grams_per_cup,missing
2 cup chinese broccoli,chinese broccoli,160,49c5c7ea140b,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,163,b23bdb8d5839,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,163,b23bdb8d5839,missing_grams_per_cup,missing
1.5 cups bok choy,bok choy,163,b23bdb8d5839,missing_grams_per_cup,missing
2 cup of mixed veggies,mixed vegetables,167,b4795a4acb91,missing_grams_per_cup,missing
3/4 cup linguine,linguine,168,a66334a0a208,missing_grams_per_cup,missing
0.5 cup ground pork,ground pork,168,a66334a0a208,missing_grams_per_cup,missing
0.5 cup ground tofu,ground tofu,168,a66334a0a208,missing_grams_per_cup,missing
0.5 cup ground pork,ground pork,175,61687e732376,missing_grams_per_cup,missing
0.5 cup ground tofu,ground tofu,175,61687e732376,missing_grams_per_cup,missing
1 cup cooked mixed greens,cooked mixed greens,175,61687e732376,missing_grams_per_cup,missing
2 cups of chinese veggies,chinese vegetables,177,8b3a8001ca51,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,178,510055415587,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,178,510055415587,missing_grams_per_cup,missing
2 cup pea shoots,pea shoots,178,510055415587,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,181,e1d645ac26f3,missing_grams_per_cup,missing
1.5 cups choy sum,choy sum,182,6861decd2c75,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,183,ec116b2c76d8,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,183,ec116b2c76d8,missing_grams_per_cup,missing
2 cup chinese veggies,chinese vegetables,183,ec116b2c76d8,missing_grams_per_cup,missing
1.5 cups choy sum,choy sum,185,62c5a564b9c5,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,186,f4e4f43a76a8,missing_grams_per_cup,missing
1.5 cups nappa cabbage,nappa cabbage,187,d8402864e907,missing_grams_per_cup,missing
1/2 cup pasta,pasta,188,4e4238fbb96c,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,188,4e4238fbb96c,missing_grams_per_cup,missing
2 cup nappa,nappa,188,4e4238fbb96c,missing_grams_per_cup,missing
1 cup walnut milk with coco powder,walnut milk with coco powder,190,7b1bdc267115,missing_grams_per_cup,missing
1.5 cup cooked veggies,cooked vegetables,190,7b1bdc267115,missing_grams_per_cup,missing
2.0 cup miso soup with tofu,miso soup with tofu,191,ed8f72f2cdef,missing_grams_per_cup,missing
2.0 cup miso seaweed,miso seaweed,191,ed8f72f2cdef,missing_grams_per_cup,missing
1.5 cups bok choy,bok choy,191,ed8f72f2cdef,missing_grams_per_cup,missing
1/2 cup pasta,pasta,192,327beefc352e,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,192,327beefc352e,missing_grams_per_cup,missing
1 cup ground pork,ground pork,192,327beefc352e,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,195,378ddd8ebaa0,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,197,b56193c807a4,missing_grams_per_cup,missing
3 tsp flax seed,flax seed seed,200,617cd9cba219,missing_grams_per_cup,missing
2 cup choy sum,choy sum,202,156da7c717dd,missing_grams_per_cup,missing
3/4 cup quinoa,quinoa,202,156da7c717dd,missing_grams_per_cup,missing
1.0 cup mushroom,mushroom,206,3b01723dadb3,missing_grams_per_cup,missing
1.0 cup mushroom veggies,mushroom vegetables,206,3b01723dadb3,missing_grams_per_cup,missing
1/2 cup quinoa,quinoa,206,3b01723dadb3,missing_grams_per_cup,missing
1.5 oz of beef,beef,1,91ed4476c418,,missing
0.5 cup blueberries,blueberries,6,5bf626f28400,,missing
1/2 cup blueberries,blueberries,10,9162cb29e8ec,,missing
1/2 cup blueberries,blueberries,14,b2ee93aed86a,,missing
1 oz parmesan cashews,parmesan cashews,16,37704f9e05b6,,missing
1 oz marble cheese,marble cheese,17,f9e155c00daa,,missing
1.0 oz . ground pork,. ground pork,18,7c305f480ad4,,missing
1.0 oz . soybean,. soybean,18,7c305f480ad4,,missing
1 oz cheese,cheese,21,d68a8c8b6c55,,missing
1 oz cheese,cheese,22,fe8cc9a59944,,missing
1 oz french fries @ 20:00 hrs for bday,french fries @ hrs for bday,23,dc24b1201d76,,missing
2 oz pork chop,pork chop,24,e462eda30032,,missing
1 cup veggies,vegetables,24,e462eda30032,,missing
2 slices of pizza,pizza,25,fe1a1d6326fc,,missing
5 oz roast pork,roast pork,25,fe1a1d6326fc,,missing
2 oz duck,duck,25,fe1a1d6326fc,,missing
2 oz BBQ pork,barbeque pork,25,fe1a1d6326fc,,missing
1 oz marble cheese,marble cheese,26,f3dc4502097d,,missing
1 oz marble cheese,marble cheese,27,ae1d94a1e50d,,missing
0.5 oz roast pork,roast pork,29,0d93bb8fb6cb,,missing
0.5 oz roast BBQ pork,roast barbeque pork,29,0d93bb8fb6cb,,missing
2 oz fried tofu,fried tofu,29,0d93bb8fb6cb,,missing
1 oz chicken (in soup),chicken,29,0d93bb8fb6cb,,missing
2 oz fried tofu,fried tofu,30,38b8553f1229,,missing
1 oz marble cheese,marble cheese,31,66c9f9812c83,,missing
8 oz beef steak (The Keg),beef steak,32,3754fce4ff35,,missing
2 cups of veggies,vegetables,32,3754fce4ff35,,missing
2 cups of veggies,vegetables,33,41c4a20101e0,,missing
1 oz marble cheese,marble cheese,34,eb483700af58,,missing
1 cup blueberries,blueberries,35,7d072a0b35cd,,missing
5 oz salmon,salmon,35,7d072a0b35cd,,missing
1 oz marble cheese,marble cheese,36,a17f98e8b83d,,missing
3.5 oz pork chops,pork chops,37,44db89634212,,missing
5 oz salmon,salmon,38,29043cc5585c,,missing
1 oz cheese,cheese,40,48e233f74ba8,,missing
2.5 oz . ground pork,. ground pork,41,011ebb462826,,missing
2.5 oz . tofu,. tofu,41,011ebb462826,,missing
1 oz marble cheese,marble cheese,46,f121e06f8775,,missing
1.5 oz ground pork,ground pork,47,327a15cb8302,,missing
1.5 oz ground tofu,ground tofu,47,327a15cb8302,,missing
2 oz beef,beef,49,131dc62edd22,,missing
5 oz pork chop,pork chop,50,18a0a6f97cab,,missing
2 oz sliced beef,sliced beef,52,9e325a87788a,,missing
1 cup veggies,vegetables,52,9e325a87788a,,missing
1 oz cheese,cheese,53,25599ce57245,,missing
6 oz pork chops,pork chops,54,577631dabfcd,,missing
2 oz sliced beef,sliced beef,56,51b016f1e24a,,missing
1 oz cheese,cheese,57,5badfdc86a76,,missing
1.5 cups veggies,vegetables,57,5badfdc86a76,,missing
1.5 oz of beef,beef,60,f563ab9f2332,,missing
2 cups veggies,vegetables,64,ece86dabfa26,,missing
1.5 oz sliced beef,sliced beef,65,61baf4b7a337,,missing
1 cup veggies,vegetables,65,61baf4b7a337,,missing
2 cups veggies,vegetables,66,eb42b78c71ae,,missing
2 cups veggies,vegetables,68,73e321337316,,missing
1.5 oz sliced beef,sliced beef,69,1827b19262bd,,missing
2 cups veggies,vegetables,69,1827b19262bd,,missing
6 oz trout,trout,70,26d1c24c2729,,missing
2 cups veggies,vegetables,70,26d1c24c2729,,missing
0.5 oz cheese,cheese,71,dd73c6265a80,,missing
6 oz trout,trout,75,f8ae2fe986e2,,missing
1.5 oz of beef,beef,77,de4370235f31,,missing
2 oz beef,beef,81,b53170036933,,missing
5 oz pork chop,pork chop,83,1ca9fbe77502,,missing
1.5 oz of beef,beef,91,25bced6a10c1,,missing
1 oz sliced pork,sliced pork,93,32ba0633ac4d,,missing
5.4 oz sheep milk,sheep milk,93,32ba0633ac4d,,missing
1.5 oz of beef,beef,95,7955bb3e164e,,missing
1.5 oz of beef,beef,100,4b29dacb814f,,missing
1.5 oz beef,beef,102,e0c8a56f8283,,missing
5 oz pork chop,pork chop,103,23a41388b197,,missing
1.5 oz of beef,beef,106,19490605502f,,missing
1.5 oz beef,beef,108,60f0679191f3,,missing
5 oz pork chop,pork chop,109,e4b44181fbec,,missing
1.5 oz beef,beef,111,0f10c1afd8ae,,missing
1.5 oz of beef,beef,113,5110cda15602,,missing
1.5 oz of beef,beef,117,37f1cf8cd09b,,missing
1.5 oz beef,beef,118,36832093e59c,,missing
0.25 cup skyr,skyr yogurt,121,ea927af931e3,,missing
100 g blueberries,blueberries,121,ea927af931e3,,missing
3 tsp hempseed,hempseed,121,ea927af931e3,,missing
1 count kiwi,kiwi,121,ea927af931e3,,missing
1.5 oz beef,beef,122,3f8b465ffa55,,missing
1.5 cups veggies,vegetables,122,3f8b465ffa55,,missing
6 oz salmon,salmon,123,ed243371f5b8,,missing
1.5 oz sliced beef,sliced beef,126,a4f818cc5216,,missing
1/3 slice of bread,bread,127,72b1439d1c3c,,missing
0.25 cup skyr,skyr yogurt,127,72b1439d1c3c,,missing
100 g blueberries,blueberries,127,72b1439d1c3c,,missing
3 tsp hempseed,hempseed,127,72b1439d1c3c,,missing
1 count kiwi,kiwi,127,72b1439d1c3c,,missing
0.25 cup skyr,skyr yogurt,127,72b1439d1c3c,,missing
100 g blueberries,blueberries,127,72b1439d1c3c,,missing
3 tsp hempseed,hempseed,127,72b1439d1c3c,,missing
1 count kiwi,kiwi,127,72b1439d1c3c,,missing
1/3 slice of bread,bread,128,96f72cc8128a,,missing
2.5 oz salmon,salmon,128,96f72cc8128a,,missing
6 oz salmon,salmon,129,adc09c186352,,missing
1/4 slice of bread,bread,131,aa65d7f85903,,missing
1.5 oz sliced pork,sliced pork,131,aa65d7f85903,,missing
0.25 cup skyr,skyr yogurt,132,b68462474ad1,,missing
100 g blueberries,blueberries,132,b68462474ad1,,missing
3 tsp hempseed,hempseed,132,b68462474ad1,,missing
1 count kiwi,kiwi,132,b68462474ad1,,missing
1/4 slice of bread,bread,133,e366d9c6cd4f,,missing
1 oz of sliced pork,sliced pork,133,e366d9c6cd4f,,missing
1/2 slice bread,bread,134,12ad0fe42a22,,missing
4 oz of beef stir fry,beef stir fry,134,12ad0fe42a22,,missing
0.25 cup skyr,skyr yogurt,135,922b62ed0ff0,,missing
100 g blueberries,blueberries,135,922b62ed0ff0,,missing
3 tsp hempseed,hempseed,135,922b62ed0ff0,,missing
1 count kiwi,kiwi,135,922b62ed0ff0,,missing
1/4 slice of bread,bread,137,02fc2329e416,,missing
1 oz beef,beef,137,02fc2329e416,,missing
1/4 slice of bread,bread,139,5c8ffdc854fe,,missing
1 oz pork,pork,139,5c8ffdc854fe,,missing
2.5 oz beef brisket,beef brisket,140,c6338d16efc0,,missing
2.5 oz beef tendon,beef tendon,140,c6338d16efc0,,missing
1/4 slice of bread,bread,142,ac840aa2e2d5,,missing
1.5 oz sliced pork,sliced pork,142,ac840aa2e2d5,,missing
0.25 cup skyr,skyr yogurt,143,089fc884306b,,missing
100 g blueberries,blueberries,143,089fc884306b,,missing
3 tsp hempseed,hempseed,143,089fc884306b,,missing
1 count kiwi,kiwi,143,089fc884306b,,missing
1/4 slice of bread,bread,144,9b2b6d802931,,missing
0.25 cup skyr,skyr yogurt,145,0b1e70ada509,,missing
100 g blueberries,blueberries,145,0b1e70ada509,,missing
3 tsp hempseed,hempseed,145,0b1e70ada509,,missing
1 count kiwi,kiwi,145,0b1e70ada509,,missing
5 oz pork chops,pork chops,145,0b1e70ada509,,missing
1 oz of sliced pork,sliced pork,147,b339510a9522,,missing
0.25 cup skyr,skyr yogurt,148,f7c17780356c,,missing
100 g blueberries,blueberries,148,f7c17780356c,,missing
3 tsp hempseed,hempseed,148,f7c17780356c,,missing
1 count kiwi,kiwi,148,f7c17780356c,,missing
5 oz pork chop,pork chop,149,f99174f6a827,,missing
2/9 slice of bread,bread,150,bf7af6880d7e,,missing
1 oz sliced pork,sliced pork,150,bf7af6880d7e,,missing
5.4 oz sheep milk,sheep milk,150,bf7af6880d7e,,missing
2 oz pork chop,pork chop,152,333d10785571,,missing
0.25 cup skyr,skyr yogurt,154,e55ec002a60e,,missing
100 g blueberries,blueberries,154,e55ec002a60e,,missing
3 tsp hempseed,hempseed,154,e55ec002a60e,,missing
1 count kiwi,kiwi,154,e55ec002a60e,,missing
0.25 cup skyr,skyr yogurt,155,8312ce28874e,,missing
100 g blueberries,blueberries,155,8312ce28874e,,missing
3 tsp hempseed,hempseed,155,8312ce28874e,,missing
1 count kiwi,kiwi,155,8312ce28874e,,missing
1 oz cheese,cheese,157,efa072ab2fd3,,missing
1.5 oz of beef,beef,157,efa072ab2fd3,,missing
0.25 cup skyr,skyr yogurt,160,49c5c7ea140b,,missing
6 oz salmon,salmon,160,49c5c7ea140b,,missing
1/4 slice of bread,bread,162,3bbf3ceb6c9b,,missing
0.25 cup skyr,skyr yogurt,163,b23bdb8d5839,,missing
100 g blueberries,blueberries,163,b23bdb8d5839,,missing
3 tsp hempseed,hempseed,163,b23bdb8d5839,,missing
1 count kiwi,kiwi,163,b23bdb8d5839,,missing
6 oz salmon,salmon,163,b23bdb8d5839,,missing
1/4 slice of bread,bread,164,160fdd4fba39,,missing
1 oz cheese,cheese,164,160fdd4fba39,,missing
1.5 oz sliced beef,sliced beef,164,160fdd4fba39,,missing
1 oz cheese,cheese,166,4442f88cbdca,,missing
1/4 slice of bread,bread,167,b4795a4acb91,,missing
5 oz milk,milk,167,b4795a4acb91,,missing
2 oz beef,beef,167,b4795a4acb91,,missing
5 oz milk,milk,168,a66334a0a208,,missing
0.5 oz cheese,cheese,169,ab139bbbfbe6,,missing
1/4 slice of bread,bread,171,98bc6aacfb75,,missing
1.5 oz sliced beef,sliced beef,171,98bc6aacfb75,,missing
1 oz cheese,cheese,172,32c5470ba037,,missing
5 oz milk,milk,174,708c7a8d2bee,,missing
1/4 slice of bread,bread,177,8b3a8001ca51,,missing
1.5 oz of beef,beef,177,8b3a8001ca51,,missing
0.25 cup skyr,skyr yogurt,178,510055415587,,missing
100 g blueberries,blueberries,178,510055415587,,missing
3 tsp hempseed,hempseed,178,510055415587,,missing
1 count kiwi,kiwi,178,510055415587,,missing
3 oz pork chop,pork chop,178,510055415587,,missing
3 oz duck,duck,178,510055415587,,missing
1.5 oz of beef,beef,180,98db54c837ce,,missing
0.25 cup skyr,skyr yogurt,181,e1d645ac26f3,,missing
100 g blueberries,blueberries,181,e1d645ac26f3,,missing
3 tsp hempseed,hempseed,181,e1d645ac26f3,,missing
1 count kiwi,kiwi,181,e1d645ac26f3,,missing
0.25 cup skyr,skyr yogurt,183,ec116b2c76d8,,missing
100 g blueberries,blueberries,183,ec116b2c76d8,,missing
3 tsp hempseed,hempseed,183,ec116b2c76d8,,missing
1 count kiwi,kiwi,183,ec116b2c76d8,,missing
5 oz ground pork,ground pork,183,ec116b2c76d8,,missing
5 oz milk,milk,186,f4e4f43a76a8,,missing
0.25 cup skyr,skyr yogurt,186,f4e4f43a76a8,,missing
100 g blueberries,blueberries,186,f4e4f43a76a8,,missing
3 tsp hempseed,hempseed,186,f4e4f43a76a8,,missing
1 count kiwi,kiwi,186,f4e4f43a76a8,,missing
0.25 cup skyr,skyr yogurt,188,4e4238fbb96c,,missing
100 g blueberries,blueberries,188,4e4238fbb96c,,missing
3 tsp hempseed,hempseed,188,4e4238fbb96c,,missing
1 count kiwi,kiwi,188,4e4238fbb96c,,missing
5 oz steamed cod,steamed cod,188,4e4238fbb96c,,missing
1/2 slice bread,bread,190,7b1bdc267115,,missing
1.5 oz of beef,beef,190,7b1bdc267115,,missing
1/2 slice bread,bread,191,ed8f72f2cdef,,missing
0.25 cup skyr,skyr yogurt,192,327beefc352e,,missing
100 g blueberries,blueberries,192,327beefc352e,,missing
3 tsp hempseed,hempseed,192,327beefc352e,,missing
1 count kiwi,kiwi,192,327beefc352e,,missing
2 cups veggies,vegetables,192,327beefc352e,,missing
1.5 oz sliced beef,sliced beef,194,98e43c4d2604,,missing
2 cups veggies,vegetables,194,98e43c4d2604,,missing
1/4 slice of bread,bread,194,98e43c4d2604,,missing
0.25 cup skyr,skyr yogurt,195,378ddd8ebaa0,,missing
100 g blueberries,blueberries,195,378ddd8ebaa0,,missing
3 tsp hempseed,hempseed,195,378ddd8ebaa0,,missing
1 count kiwi,kiwi,195,378ddd8ebaa0,,missing
2 cups veggies,vegetables,196,2631b6d81ef4,,missing
1/4 slice of bread,bread,196,2631b6d81ef4,,missing
2 cups veggies,vegetables,197,b56193c807a4,,missing
1.5 oz sliced beef,sliced beef,199,5db452e25f23,,missing
2 cups veggies,vegetables,199,5db452e25f23,,missing
1/4 slice of bread,bread,199,5db452e25f23,,missing
0.25 cup skyr,skyr yogurt,200,617cd9cba219,,missing
100 g blueberries,blueberries,200,617cd9cba219,,missing
3 tsp hempseed,hempseed,200,617cd9cba219,,missing
1 count kiwi,kiwi,200,617cd9cba219,,missing
1.5 cup veggies,vegetables,201,ba259040c75b,,missing
1/2 slice bread,bread,201,ba259040c75b,,missing
5 oz pork chop,pork chop,202,156da7c717dd,,missing
1.5 oz sliced beef,sliced beef,204,a8f4060779ab,,missing
2 cups veggies,vegetables,204,a8f4060779ab,,missing
1/4 slice of bread,bread,204,a8f4060779ab,,missing
1.5 cup veggies,vegetables,205,c6b048da3318,,missing
1/2 slice bread,bread,205,c6b048da3318,,missing
5 oz pork chop,pork chop,206,3b01723dadb3,,missing
